w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000132406.12	1.855104e-01	2.780042e-01	1.375942	4.675228e-01	7.345923e-01	0.192970	1.895821e-01	2.868599e-01	1.568912	8.369321e-01	1.000000e+00	0.101576	1.000000e+00	1.000000e+00	0.824507	8.729556e-01	1.000000e+00	0.101576	1	0	1	0.270284	0.000000	0.256377
ENSG00000132423.12	9.294282e-01	9.336533e-01	0.077602	6.621252e-01	7.887188e-01	0.120875	9.461510e-01	9.487159e-01	0.198477	1.048639e-01	1.000000e+00	2.088245	1.000000e+00	1.000000e+00	0.886144	2.163703e-01	1.000000e+00	2.088245	5	0	0	2.347340	0.000000	2.217298
ENSG00000132424.17	1.104696e-01	2.102741e-01	1.646187	1.372883e-01	5.764956e-01	0.382682	9.530062e-02	1.946393e-01	2.028869	8.671114e-01	1.000000e+00	0.072230	1.000000e+00	1.000000e+00	0.682030	8.940958e-01	1.000000e+00	0.072230	1	0	1	0.222823	0.000000	0.204025
ENSG00000132429.10	3.279224e-02	1.063997e-01	2.430170	2.221663e-01	6.360693e-01	0.304087	3.312724e-02	1.071801e-01	2.734257	1.000000e+00	1.000000e+00	0.088022	1.000000e+00	1.000000e+00	0.737797	1.000000e+00	1.000000e+00	0.064942	0	0	1	0.000000	0.000000	0.000000
ENSG00000132432.14	6.790126e-02	1.587442e-01	2.014326	6.621252e-01	7.887188e-01	0.124592	8.360505e-02	1.797725e-01	2.138917	1.000000e+00	1.000000e+00	0.133410	1.000000e+00	1.000000e+00	0.882857	1.000000e+00	1.000000e+00	0.117782	0	0	0	0.000000	0.000000	0.000000
ENSG00000132434.10	1.495269e-02	6.771892e-02	2.965491	2.221663e-01	6.360693e-01	0.315513	1.508316e-02	6.692047e-02	3.281004	1.000000e+00	1.000000e+00	0.051535	1.000000e+00	1.000000e+00	0.729414	1.000000e+00	1.000000e+00	0.037590	0	0	2	0.000000	0.000000	0.000000
ENSG00000132436.13	1.177338e-01	2.177908e-01	1.611721	9.929121e-02	5.394125e-01	0.446370	9.308140e-02	1.916249e-01	2.058090	8.165313e-01	1.000000e+00	0.123159	1.000000e+00	1.000000e+00	0.639947	8.576856e-01	1.000000e+00	0.123159	3	0	3	0.401127	0.000000	0.377244
ENSG00000132437.18	4.034205e-02	1.187989e-01	2.316041	1.555815e-01	5.923518e-01	0.365187	3.501381e-02	1.103259e-01	2.681228	8.827223e-01	1.000000e+00	0.042870	1.000000e+00	1.000000e+00	0.694067	9.048440e-01	1.000000e+00	0.042870	2	0	4	0.264137	0.000000	0.251504
ENSG00000132446.7	4.698231e-01	5.273461e-01	0.638685	8.384684e-01	8.533640e-01	0.072750	5.568557e-01	6.058508e-01	0.711435	6.547705e-01	1.000000e+00	0.309633	1.000000e+00	1.000000e+00	0.929833	7.345166e-01	1.000000e+00	0.309633	1	0	0	0.531577	0.000000	0.511403
ENSG00000132463.15	1.317825e-01	2.310200e-01	1.544273	5.929039e-01	7.695675e-01	0.154111	1.540887e-01	2.560871e-01	1.698384	1.000000e+00	1.000000e+00	0.213467	1.000000e+00	1.000000e+00	0.857177	1.000000e+00	1.000000e+00	0.182979	0	0	0	0.000000	0.000000	0.000000
ENSG00000132464.13	4.698231e-01	5.273461e-01	0.631822	1.555815e-01	5.923518e-01	0.377307	3.819348e-01	4.585858e-01	1.009129	5.065331e-01	1.000000e+00	0.568902	1.000000e+00	1.000000e+00	0.685705	6.226577e-01	1.000000e+00	0.568902	6	0	3	0.860870	0.000000	0.814520
ENSG00000132465.12	1.593559e-01	2.557721e-01	1.453201	3.634805e-01	7.017610e-01	0.223696	1.594628e-01	2.610912e-01	1.676896	8.525901e-01	1.000000e+00	0.091997	1.000000e+00	1.000000e+00	0.799558	8.840564e-01	1.000000e+00	0.091997	1	0	1	0.255154	0.000000	0.240773
ENSG00000132466.20	2.915075e-04	7.085714e-03	5.731198	7.239730e-02	5.005445e-01	0.501030	2.750514e-04	6.015424e-03	6.232227	1.000000e+00	1.000000e+00	0.003243	1.000000e+00	1.000000e+00	0.605907	1.000000e+00	1.000000e+00	0.001965	0	0	5	0.000000	0.000000	0.000000
ENSG00000132467.4	3.134881e-03	2.773791e-02	4.009957	8.980194e-02	5.268897e-01	0.473536	2.769321e-03	2.445252e-02	4.483493	1.000000e+00	1.000000e+00	0.018134	1.000000e+00	1.000000e+00	0.622796	1.000000e+00	1.000000e+00	0.011294	0	0	3	0.000000	0.000000	0.000000
ENSG00000132470.14	1.044960e-03	1.471854e-02	4.778373	5.929039e-01	7.695675e-01	0.154908	1.537467e-03	1.744000e-02	4.933281	1.000000e+00	1.000000e+00	0.003928	2.151631e-01	1.000000e+00	0.755700	5.445407e-01	1.000000e+00	0.759628	5	1	11	0.254219	1.528179	0.295240
ENSG00000132471.12	2.675874e-02	9.487393e-02	2.577217	7.288369e-01	8.083671e-01	0.112409	3.501381e-02	1.103259e-01	2.689625	1.000000e+00	1.000000e+00	0.075985	1.000000e+00	1.000000e+00	0.893679	1.000000e+00	1.000000e+00	0.067906	0	0	2	0.000000	0.000000	0.000000
ENSG00000132478.10	8.228034e-04	1.289134e-02	4.924064	2.221663e-01	6.360693e-01	0.300225	1.009697e-03	1.339049e-02	5.224289	1.000000e+00	1.000000e+00	0.007270	1.000000e+00	1.000000e+00	0.740652	1.000000e+00	1.000000e+00	0.005384	0	0	5	0.000000	0.000000	0.000000
ENSG00000132481.7	1.041281e-01	2.034612e-01	1.693561	3.634805e-01	7.017610e-01	0.229923	1.081716e-01	2.100833e-01	1.923483	8.671114e-01	1.000000e+00	0.064525	1.000000e+00	1.000000e+00	0.794595	8.940958e-01	1.000000e+00	0.064525	1	0	2	0.232860	0.000000	0.220602
ENSG00000132485.14	9.362210e-02	1.918560e-01	1.769403	2.497373e-01	6.509314e-01	0.284616	9.308140e-02	1.916249e-01	2.054019	1.000000e+00	1.000000e+00	0.170435	1.000000e+00	1.000000e+00	0.752303	1.000000e+00	1.000000e+00	0.128219	0	0	0	0.000000	0.000000	0.000000
ENSG00000132507.18	1.717896e-01	2.666241e-01	1.400724	7.288369e-01	8.083671e-01	0.108832	2.093271e-01	3.038734e-01	1.509556	1.000000e+00	1.000000e+00	0.246419	1.000000e+00	1.000000e+00	0.896881	1.000000e+00	1.000000e+00	0.221008	0	0	0	0.000000	0.000000	0.000000
ENSG00000132510.11	3.780476e-01	4.515289e-01	0.798198	4.140406e-01	7.185008e-01	0.206016	3.819348e-01	4.585858e-01	1.004214	6.068081e-01	1.000000e+00	0.368149	1.000000e+00	1.000000e+00	0.813820	6.974587e-01	1.000000e+00	0.368149	3	0	2	0.660749	0.000000	0.631143
ENSG00000132514.14	4.478966e-01	5.086405e-01	0.676517	2.853306e-01	6.687190e-01	0.263457	4.223086e-01	4.936168e-01	0.939974	5.654058e-01	1.000000e+00	0.442810	1.000000e+00	1.000000e+00	0.768391	6.664966e-01	1.000000e+00	0.442810	3	0	2	0.739952	0.000000	0.692967
ENSG00000132517.15	6.766206e-01	7.059541e-01	0.327508	8.802116e-01	8.843696e-01	0.049452	8.113335e-01	8.281745e-01	0.376961	4.013482e-01	1.000000e+00	0.763412	1.000000e+00	1.000000e+00	0.951751	5.378055e-01	1.000000e+00	0.763412	2	0	0	1.080177	0.000000	1.051706
ENSG00000132518.7	4.008886e-01	4.700979e-01	0.756209	7.288369e-01	8.083671e-01	0.117777	4.562445e-01	5.216719e-01	0.873985	6.206676e-01	1.000000e+00	0.344566	1.000000e+00	1.000000e+00	0.888894	7.080741e-01	1.000000e+00	0.344566	2	0	1	0.605127	0.000000	0.583818
ENSG00000132522.16	1.137820e-03	1.551282e-02	4.716534	4.751925e-02	4.506912e-01	0.585731	9.133118e-04	1.279012e-02	5.302265	1.000000e+00	1.000000e+00	0.008946	1.000000e+00	1.000000e+00	0.556699	1.000000e+00	1.000000e+00	0.004980	0	0	4	0.000000	0.000000	0.000000
ENSG00000132530.17	4.916556e-01	5.459097e-01	0.591082	5.292624e-01	7.526452e-01	0.168152	5.307623e-01	5.837321e-01	0.759234	5.290908e-01	1.000000e+00	0.522240	1.000000e+00	1.000000e+00	0.845226	6.398801e-01	1.000000e+00	0.522240	3	0	1	0.789025	0.000000	0.754496
ENSG00000132535.23	1.717896e-01	2.666241e-01	1.402582	7.288369e-01	8.083671e-01	0.104601	2.093271e-01	3.038734e-01	1.507183	1.000000e+00	1.000000e+00	0.245961	1.000000e+00	1.000000e+00	0.900684	1.000000e+00	1.000000e+00	0.221533	0	0	0	0.000000	0.000000	0.000000
ENSG00000132541.11	2.605901e-01	3.446514e-01	1.112055	3.634805e-01	7.017610e-01	0.221244	2.678166e-01	3.559522e-01	1.333299	7.970026e-01	1.000000e+00	0.144231	1.000000e+00	1.000000e+00	0.801521	8.430855e-01	1.000000e+00	0.144231	1	0	1	0.335205	0.000000	0.311075
ENSG00000132549.20	6.790126e-02	1.587442e-01	2.009707	6.775198e-03	2.596396e-01	1.065842	2.083338e-02	8.074715e-02	3.075549	8.369321e-01	1.000000e+00	0.103404	1.000000e+00	1.000000e+00	0.344438	8.729556e-01	1.000000e+00	0.103404	10	0	9	0.536585	0.000000	0.505780
ENSG00000132554.21	5.145201e-01	5.659422e-01	0.553703	2.853306e-01	6.687190e-01	0.264929	4.928616e-01	5.517132e-01	0.818632	5.180911e-01	1.000000e+00	0.555764	1.000000e+00	1.000000e+00	0.767261	6.314605e-01	1.000000e+00	0.555764	3	0	1	0.824624	0.000000	0.765779
ENSG00000132561.14	1.598825e-02	7.049495e-02	2.938603	7.239730e-02	5.005445e-01	0.506957	1.180605e-02	5.837838e-02	3.445560	8.941522e-01	1.000000e+00	0.027659	1.000000e+00	1.000000e+00	0.602326	9.121845e-01	1.000000e+00	0.027659	4	0	7	0.313282	0.000000	0.300883
ENSG00000132563.17	2.114734e-01	2.999266e-01	1.299460	7.877661e-01	8.289839e-01	0.080153	2.556403e-01	3.444504e-01	1.379613	1.000000e+00	1.000000e+00	0.272679	1.000000e+00	1.000000e+00	0.922975	1.000000e+00	1.000000e+00	0.251676	0	0	0	0.000000	0.000000	0.000000
ENSG00000132570.15	1.474793e-01	2.456063e-01	1.495494	4.140406e-01	7.185008e-01	0.215903	1.489462e-01	2.516703e-01	1.711397	1.000000e+00	1.000000e+00	0.224138	1.000000e+00	1.000000e+00	0.805813	1.000000e+00	1.000000e+00	0.180613	0	0	0	0.000000	0.000000	0.000000
ENSG00000132581.10	9.843432e-02	1.971351e-01	1.724492	3.634805e-01	7.017610e-01	0.221601	1.055422e-01	2.072236e-01	1.946093	1.000000e+00	1.000000e+00	0.178264	1.000000e+00	1.000000e+00	0.801235	1.000000e+00	1.000000e+00	0.142831	0	0	0	0.000000	0.000000	0.000000
ENSG00000132589.16	1.855104e-01	2.780042e-01	1.374229	7.877661e-01	8.289839e-01	0.089174	2.223544e-01	3.151487e-01	1.463403	1.000000e+00	1.000000e+00	0.253035	1.000000e+00	1.000000e+00	0.914686	1.000000e+00	1.000000e+00	0.231447	0	0	0	0.000000	0.000000	0.000000
ENSG00000132591.12	7.972965e-03	4.812345e-02	3.341133	2.634617e-02	3.864483e-01	0.731252	4.975610e-03	3.496902e-02	4.072385	1.000000e+00	1.000000e+00	0.013079	1.000000e+00	1.000000e+00	0.481306	1.000000e+00	1.000000e+00	0.013079	2	0	5	0.192467	0.000000	0.178963
ENSG00000132600.18	1.317825e-01	2.310200e-01	1.558329	1.751760e-01	6.069273e-01	0.345252	1.109186e-01	2.130353e-01	1.903581	8.165313e-01	1.000000e+00	0.139933	1.000000e+00	1.000000e+00	0.708042	8.576856e-01	1.000000e+00	0.139933	4	0	5	0.480495	0.000000	0.460746
ENSG00000132603.15	1.657490e-01	2.614462e-01	1.433613	7.877661e-01	8.289839e-01	0.093418	2.026283e-01	2.982457e-01	1.527030	1.000000e+00	1.000000e+00	0.238446	1.000000e+00	1.000000e+00	0.910813	1.000000e+00	1.000000e+00	0.217180	0	0	0	0.000000	0.000000	0.000000
ENSG00000132604.11	2.231748e-01	3.102132e-01	1.249443	4.675228e-01	7.345923e-01	0.191011	2.298983e-01	3.220848e-01	1.440454	8.369321e-01	1.000000e+00	0.119854	1.000000e+00	1.000000e+00	0.826124	8.729556e-01	1.000000e+00	0.119854	1	0	1	0.298489	0.000000	0.281787
ENSG00000132612.17	6.167382e-02	1.502549e-01	2.068113	5.292624e-01	7.526452e-01	0.161115	7.261240e-02	1.658167e-01	2.229228	1.000000e+00	1.000000e+00	0.126424	1.000000e+00	1.000000e+00	0.851194	1.000000e+00	1.000000e+00	0.107611	0	0	1	0.000000	0.000000	0.000000
ENSG00000132613.16	7.548634e-03	4.667151e-02	3.397278	2.853306e-01	6.687190e-01	0.271976	8.667646e-03	4.893165e-02	3.669254	1.000000e+00	1.000000e+00	0.033464	1.000000e+00	1.000000e+00	0.761872	1.000000e+00	1.000000e+00	0.025495	0	0	3	0.000000	0.000000	0.000000
ENSG00000132622.11	1.717896e-01	2.666241e-01	1.418452	6.621252e-01	7.887188e-01	0.120451	2.026283e-01	2.982457e-01	1.538903	1.000000e+00	1.000000e+00	0.242088	1.000000e+00	1.000000e+00	0.886521	1.000000e+00	1.000000e+00	0.214616	0	0	0	0.000000	0.000000	0.000000
ENSG00000132623.16	2.173294e-01	3.051795e-01	1.273144	3.208534e-01	6.842968e-01	0.250997	2.026283e-01	2.982457e-01	1.524141	7.791866e-01	1.000000e+00	0.162096	1.000000e+00	1.000000e+00	0.778025	8.298736e-01	1.000000e+00	0.162096	2	0	2	0.411892	0.000000	0.390854
ENSG00000132631.6	1.657490e-01	2.614462e-01	1.439352	7.877661e-01	8.289839e-01	0.092081	2.026283e-01	2.982457e-01	1.531433	1.000000e+00	1.000000e+00	0.237081	1.000000e+00	1.000000e+00	0.912031	1.000000e+00	1.000000e+00	0.216226	0	0	0	0.000000	0.000000	0.000000
ENSG00000132635.17	1.144167e-02	5.913730e-02	3.127479	4.675228e-01	7.345923e-01	0.189950	1.461769e-02	6.557342e-02	3.317429	1.000000e+00	1.000000e+00	0.043828	1.000000e+00	1.000000e+00	0.827000	1.000000e+00	1.000000e+00	0.036246	0	0	2	0.000000	0.000000	0.000000
ENSG00000132639.15	3.079988e-02	1.027569e-01	2.470772	4.140406e-01	7.185008e-01	0.210585	3.501381e-02	1.103259e-01	2.681357	1.000000e+00	1.000000e+00	0.084520	1.000000e+00	1.000000e+00	0.810110	1.000000e+00	1.000000e+00	0.068470	0	0	1	0.000000	0.000000	0.000000
ENSG00000132640.15	1.221146e-01	2.223652e-01	1.592141	7.288369e-01	8.083671e-01	0.117270	1.489462e-01	2.516703e-01	1.709411	1.000000e+00	1.000000e+00	0.203489	1.000000e+00	1.000000e+00	0.889345	1.000000e+00	1.000000e+00	0.180972	0	0	0	0.000000	0.000000	0.000000
ENSG00000132646.11	6.389656e-02	1.532779e-01	2.052329	5.292624e-01	7.526452e-01	0.172769	7.261240e-02	1.658167e-01	2.225098	1.000000e+00	1.000000e+00	0.128435	1.000000e+00	1.000000e+00	0.841332	1.000000e+00	1.000000e+00	0.108057	0	0	1	0.000000	0.000000	0.000000
ENSG00000132661.4	9.576256e-03	5.359868e-02	3.229704	3.634805e-01	7.017610e-01	0.235808	1.146753e-02	5.750663e-02	3.465512	1.000000e+00	1.000000e+00	0.039569	1.000000e+00	1.000000e+00	0.789933	1.000000e+00	1.000000e+00	0.031257	0	0	2	0.000000	0.000000	0.000000
ENSG00000132664.13	3.887981e-02	1.163659e-01	2.328367	3.634805e-01	7.017610e-01	0.227328	4.333000e-02	1.235977e-01	2.555695	1.000000e+00	1.000000e+00	0.097455	1.000000e+00	1.000000e+00	0.796660	1.000000e+00	1.000000e+00	0.077638	0	0	1	0.000000	0.000000	0.000000
ENSG00000132669.14	2.505918e-01	3.350216e-01	1.156174	5.929039e-01	7.695675e-01	0.146448	2.745060e-01	3.618750e-01	1.302622	8.165313e-01	1.000000e+00	0.135812	1.000000e+00	1.000000e+00	0.863771	8.576856e-01	1.000000e+00	0.135812	1	0	1	0.322612	0.000000	0.307638
ENSG00000132670.21	3.561563e-03	2.989640e-02	3.929785	2.497373e-01	6.509314e-01	0.297990	3.967088e-03	3.020134e-02	4.227776	1.000000e+00	1.000000e+00	0.019648	1.000000e+00	1.000000e+00	0.742309	1.000000e+00	1.000000e+00	0.014585	0	0	3	0.000000	0.000000	0.000000
ENSG00000132671.6	3.893941e-01	4.605547e-01	0.760285	5.929039e-01	7.695675e-01	0.153247	4.329274e-01	5.023706e-01	0.913533	6.206676e-01	1.000000e+00	0.342445	1.000000e+00	1.000000e+00	0.857917	7.080741e-01	1.000000e+00	0.342445	2	0	1	0.602571	0.000000	0.575174
ENSG00000132676.16	7.671584e-02	1.701630e-01	1.935102	3.634805e-01	7.017610e-01	0.231112	7.916192e-02	1.739783e-01	2.166214	8.827223e-01	1.000000e+00	0.047984	1.000000e+00	1.000000e+00	0.793651	9.048440e-01	1.000000e+00	0.047984	1	0	2	0.201807	0.000000	0.192488
ENSG00000132677.13	2.857373e-01	3.689346e-01	1.010723	7.877661e-01	8.289839e-01	0.083336	3.484878e-01	4.295820e-01	1.094059	7.791866e-01	1.000000e+00	0.166066	1.000000e+00	1.000000e+00	0.920042	8.298736e-01	1.000000e+00	0.166066	1	0	1	0.367581	0.000000	0.356474
ENSG00000132680.11	1.232089e-02	6.128033e-02	3.095503	1.751760e-01	6.069273e-01	0.359816	1.180605e-02	5.837838e-02	3.455319	1.000000e+00	1.000000e+00	0.045252	1.000000e+00	1.000000e+00	0.697804	1.000000e+00	1.000000e+00	0.031577	0	0	2	0.000000	0.000000	0.000000
ENSG00000132681.17	2.451484e-01	3.299478e-01	1.167733	8.044784e-02	5.134359e-01	0.494951	1.594628e-01	2.610912e-01	1.662684	7.173741e-01	1.000000e+00	0.259615	1.000000e+00	1.000000e+00	0.609601	7.836051e-01	1.000000e+00	0.259615	6	0	5	0.628909	0.000000	0.596467
ENSG00000132688.11	6.929733e-01	7.201893e-01	0.318960	6.539759e-02	4.886869e-01	0.530461	4.680741e-01	5.317674e-01	0.849421	2.907728e-01	1.000000e+00	1.091474	1.000000e+00	1.000000e+00	0.588334	4.421534e-01	1.000000e+00	1.091474	11	0	5	1.207078	0.000000	1.137430
ENSG00000132692.19	2.395557e-01	3.247582e-01	1.187755	4.675228e-01	7.345923e-01	0.197096	2.493200e-01	3.390218e-01	1.384851	8.165313e-01	1.000000e+00	0.130143	1.000000e+00	1.000000e+00	0.821112	8.576856e-01	1.000000e+00	0.130143	1	0	1	0.314085	0.000000	0.295072
ENSG00000132693.12	6.602316e-01	6.918667e-01	0.342341	7.877661e-01	8.289839e-01	0.089782	7.625754e-01	7.858055e-01	0.432123	4.185848e-01	1.000000e+00	0.739686	1.000000e+00	1.000000e+00	0.914130	5.517967e-01	1.000000e+00	0.739686	2	0	0	1.048352	0.000000	1.000117
ENSG00000132694.20	3.259019e-01	4.076468e-01	0.887306	1.102862e-01	5.519176e-01	0.421399	2.745060e-01	3.618750e-01	1.308705	5.949938e-01	1.000000e+00	0.383716	1.000000e+00	1.000000e+00	0.656128	6.886535e-01	1.000000e+00	0.383716	6	0	4	0.724245	0.000000	0.687592
ENSG00000132698.15	4.883456e-02	1.318711e-01	2.211855	3.208534e-01	6.842968e-01	0.242739	5.100088e-02	1.357391e-01	2.454595	1.000000e+00	1.000000e+00	0.109497	1.000000e+00	1.000000e+00	0.784476	1.000000e+00	1.000000e+00	0.085898	0	0	1	0.000000	0.000000	0.000000
ENSG00000132702.13	1.177338e-01	2.177908e-01	1.619031	8.384684e-01	8.533640e-01	0.079636	1.540887e-01	2.560871e-01	1.698667	1.000000e+00	1.000000e+00	0.198091	1.000000e+00	1.000000e+00	0.923452	1.000000e+00	1.000000e+00	0.182927	0	0	0	0.000000	0.000000	0.000000
ENSG00000132703.4	3.664496e-01	4.418325e-01	0.800138	2.853306e-01	6.687190e-01	0.262203	3.563855e-01	4.363460e-01	1.062342	6.364972e-01	1.000000e+00	0.322584	1.000000e+00	1.000000e+00	0.769355	7.203632e-01	1.000000e+00	0.322584	2	0	1	0.578619	0.000000	0.535757
ENSG00000132704.16	5.668434e-01	6.114778e-01	0.462387	1.967711e-01	6.213920e-01	0.322931	5.054093e-01	5.622819e-01	0.785318	4.095833e-01	1.000000e+00	0.755674	1.000000e+00	1.000000e+00	0.724024	5.445407e-01	1.000000e+00	0.755674	6	0	3	1.012447	0.000000	0.957968
ENSG00000132716.19	3.079988e-02	1.027569e-01	2.467509	4.675228e-01	7.345923e-01	0.197185	3.610696e-02	1.121300e-01	2.664694	1.000000e+00	1.000000e+00	0.084796	1.000000e+00	1.000000e+00	0.821039	1.000000e+00	1.000000e+00	0.069621	0	0	1	0.000000	0.000000	0.000000
ENSG00000132718.9	8.713606e-02	1.836289e-01	1.824086	4.675228e-01	7.345923e-01	0.193667	9.779959e-02	1.977258e-01	2.017753	8.827223e-01	1.000000e+00	0.054925	1.000000e+00	1.000000e+00	0.823932	9.048440e-01	1.000000e+00	0.054925	1	0	2	0.215188	0.000000	0.206317
ENSG00000132740.10	1.687335e-02	7.259166e-02	2.885551	1.368910e-02	3.226039e-01	0.894566	7.346459e-03	4.429483e-02	3.780118	8.941522e-01	1.000000e+00	0.036968	1.000000e+00	1.000000e+00	0.408785	9.121845e-01	1.000000e+00	0.036968	9	0	12	0.447753	0.000000	0.427918
ENSG00000132744.8	1.474793e-01	2.456063e-01	1.481875	4.140406e-01	7.185008e-01	0.206831	1.540887e-01	2.560871e-01	1.688706	8.165313e-01	1.000000e+00	0.120156	1.000000e+00	1.000000e+00	0.813157	8.576856e-01	1.000000e+00	0.120156	2	0	3	0.378771	0.000000	0.364113
ENSG00000132746.16	5.816973e-01	6.243742e-01	0.441869	6.621252e-01	7.887188e-01	0.132998	6.525572e-01	6.891298e-01	0.574867	4.185848e-01	1.000000e+00	0.721503	1.000000e+00	1.000000e+00	0.875467	5.517967e-01	1.000000e+00	0.721503	4	0	2	0.997366	0.000000	0.964681
ENSG00000132749.11	5.399236e-02	1.394898e-01	2.152892	4.675228e-01	7.345923e-01	0.194278	6.012460e-02	1.484574e-01	2.347170	1.000000e+00	1.000000e+00	0.116148	1.000000e+00	1.000000e+00	0.823429	1.000000e+00	1.000000e+00	0.095639	0	0	1	0.000000	0.000000	0.000000
ENSG00000132763.15	9.879518e-03	5.441891e-02	3.202401	7.239730e-02	5.005445e-01	0.504385	8.235087e-03	4.757895e-02	3.706786	1.000000e+00	1.000000e+00	0.040664	1.000000e+00	1.000000e+00	0.603877	1.000000e+00	1.000000e+00	0.024556	0	0	2	0.000000	0.000000	0.000000
ENSG00000132768.14	3.446665e-01	4.237968e-01	0.849316	4.140406e-01	7.185008e-01	0.207876	3.640576e-01	4.435372e-01	1.057192	6.547705e-01	1.000000e+00	0.300088	1.000000e+00	1.000000e+00	0.812308	7.345166e-01	1.000000e+00	0.300088	2	0	1	0.551407	0.000000	0.520301
ENSG00000132773.12	3.259019e-01	4.076468e-01	0.898250	4.675228e-01	7.345923e-01	0.197864	3.484878e-01	4.295820e-01	1.096115	6.969051e-01	1.000000e+00	0.279661	1.000000e+00	1.000000e+00	0.820481	7.674358e-01	1.000000e+00	0.279661	2	0	1	0.526580	0.000000	0.499491
ENSG00000132780.17	5.774669e-02	1.448990e-01	2.115921	5.292624e-01	7.526452e-01	0.161651	6.812225e-02	1.597216e-01	2.277572	1.000000e+00	1.000000e+00	0.120522	1.000000e+00	1.000000e+00	0.850738	1.000000e+00	1.000000e+00	0.102533	0	0	1	0.000000	0.000000	0.000000
ENSG00000132781.22	3.552301e-01	4.326586e-01	0.828833	4.140406e-01	7.185008e-01	0.210363	3.728663e-01	4.511998e-01	1.039196	6.547705e-01	1.000000e+00	0.309204	1.000000e+00	1.000000e+00	0.810290	7.345166e-01	1.000000e+00	0.309204	2	0	1	0.562448	0.000000	0.529741
ENSG00000132792.21	1.187423e-02	6.004160e-02	3.104793	3.634805e-01	7.017610e-01	0.228904	1.417573e-02	6.447474e-02	3.333697	1.000000e+00	1.000000e+00	0.044834	1.000000e+00	1.000000e+00	0.795405	1.000000e+00	1.000000e+00	0.035661	0	0	2	0.000000	0.000000	0.000000
ENSG00000132793.12	4.883456e-02	1.318711e-01	2.203314	1.751760e-01	6.069273e-01	0.349260	4.333000e-02	1.235977e-01	2.552574	8.827223e-01	1.000000e+00	0.058077	1.000000e+00	1.000000e+00	0.705209	9.048440e-01	1.000000e+00	0.058077	3	0	5	0.337092	0.000000	0.323948
ENSG00000132801.7	4.698231e-01	5.273461e-01	0.624099	2.853306e-01	6.687190e-01	0.264027	4.446700e-01	5.122933e-01	0.888126	5.290908e-01	1.000000e+00	0.528066	1.000000e+00	1.000000e+00	0.767953	6.398801e-01	1.000000e+00	0.528066	4	0	2	0.814366	0.000000	0.771113
ENSG00000132819.17	2.291578e-01	3.152078e-01	1.233331	9.303403e-01	9.319286e-01	0.033059	2.871596e-01	3.730641e-01	1.266390	1.000000e+00	1.000000e+00	0.291320	1.000000e+00	1.000000e+00	0.967482	1.000000e+00	1.000000e+00	0.281847	0	0	0	0.000000	0.000000	0.000000
ENSG00000132821.12	1.855104e-01	2.780042e-01	1.375271	8.384684e-01	8.533640e-01	0.072944	2.298983e-01	3.220848e-01	1.448216	1.000000e+00	1.000000e+00	0.252771	1.000000e+00	1.000000e+00	0.929653	1.000000e+00	1.000000e+00	0.234989	0	0	0	0.000000	0.000000	0.000000
ENSG00000132823.11	1.495269e-02	6.771892e-02	2.972754	1.234099e-01	5.638614e-01	0.414332	1.293329e-02	6.143495e-02	3.387086	1.000000e+00	1.000000e+00	0.051162	1.000000e+00	1.000000e+00	0.660781	1.000000e+00	1.000000e+00	0.033807	0	0	2	0.000000	0.000000	0.000000
ENSG00000132824.14	1.810167e-04	4.951768e-03	6.001574	6.539759e-02	4.886869e-01	0.522490	1.751396e-04	4.306358e-03	6.524064	1.000000e+00	1.000000e+00	0.002475	1.000000e+00	1.000000e+00	0.593042	1.000000e+00	1.000000e+00	0.001468	0	0	5	0.000000	0.000000	0.000000
ENSG00000132837.15	7.227975e-02	1.641757e-01	1.975905	5.269468e-02	4.640787e-01	0.561630	4.475815e-02	1.260235e-01	2.537535	8.671114e-01	1.000000e+00	0.077661	1.000000e+00	1.000000e+00	0.570279	8.940958e-01	1.000000e+00	0.077661	3	0	4	0.354189	0.000000	0.330838
ENSG00000132840.10	2.344167e-01	3.200867e-01	1.209980	4.140406e-01	7.185008e-01	0.219110	2.363902e-01	3.275924e-01	1.429090	7.791866e-01	1.000000e+00	0.176028	1.000000e+00	1.000000e+00	0.803234	8.298736e-01	1.000000e+00	0.176028	2	0	2	0.430440	0.000000	0.410391
ENSG00000132842.16	6.442739e-01	6.776904e-01	0.369547	3.634805e-01	7.017610e-01	0.225552	6.375351e-01	6.762037e-01	0.595099	3.714299e-01	1.000000e+00	0.848477	1.000000e+00	1.000000e+00	0.798076	5.129498e-01	1.000000e+00	0.848477	4	0	1	1.092861	0.000000	1.026631
